x,y,z
-301.541809082,56.623958588,353.345825195
-301.468963623,57.231872559,352.555175781
-301.399475098,57.853797913,351.775177002
-301.329620361,58.487186432,351.004516602
-301.254119873,59.136650085,350.247894287
-301.180053711,59.799770355,349.503051758
-301.107543945,60.47605896,348.769989014
-301.03793335,61.167133331,348.050567627
-300.969696045,61.872764587,347.345275879
-300.902740479,62.589317322,346.650970459
-300.832641602,63.319530487,345.971343994
-300.758575439,64.063446045,345.307189941
-300.680603027,64.820632935,344.658660889
-300.604248047,65.590583801,344.025146484
-300.532470703,66.368904114,343.401397705
-300.461578369,67.159088135,342.792633057
-300.388275146,67.962638855,342.201934814
-300.311462402,68.778762817,341.629180908
-300.233673096,69.606391907,341.07333374
-300.154449463,70.444450378,340.533538818
-300.075073242,71.291221619,340.007537842
-299.996063232,72.146774292,339.495880127
-299.913604736,73.013496399,339.003967285
-299.830413818,73.888748169,338.527496338
-299.746490479,74.772247314,338.066650391
-299.660614014,75.663986206,337.622314453
-299.5753479,76.562934875,337.192626953
-299.486572266,77.469215393,336.779388428
-299.398345947,78.383911133,336.384979248
-299.310760498,79.305412292,336.006622314
-299.221374512,80.233764648,335.645812988
-299.130584717,81.168479919,335.302215576
-299.037841797,82.110054016,334.978424072
-298.94442749,83.057685852,334.673034668
-298.851196289,84.010551453,334.384338379
-298.756530762,84.968223572,334.112487793
-298.660125732,85.93144989,333.861694336
-298.561523438,86.899688721,333.631958008
-298.460571289,87.872085571,333.421600342
-298.357055664,88.847854614,333.228851318
-298.251434326,89.826255798,333.051147461
-298.144592285,90.807868958,332.892944336
-298.036529541,91.792518616,332.755889893
-297.927185059,92.77947998,332.637786865
-297.817504883,93.768539429,332.539123535
-297.707092285,94.759132385,332.458312988
-297.596984863,95.751167297,332.397186279
-297.485443115,96.744041443,332.355255127
-297.372161865,97.737236023,332.328186035
-297.258728027,98.730751038,332.320251465
-297.138305664,99.723434448,332.328887939
-297.013977051,100.715209961,332.359313965
-296.889801025,101.706260681,332.40838623
-296.765228271,102.695960999,332.478881836
-296.640777588,103.683921814,332.570800781
-296.517120361,104.669944763,332.682434082
-296.393127441,105.653800964,332.811462402
-296.266845703,106.634391785,332.961425781
-296.137573242,107.611602783,333.129760742
-296.007568359,108.585227966,333.317230225
-295.876495361,109.555450439,333.520935059
-295.743408203,110.521080017,333.744171143
-295.607696533,111.4818573,333.986022949
-295.469329834,112.436737061,334.248809814
-295.326904297,113.386413574,334.527770996
-295.183349609,114.33241272,334.81842041
-295.034606934,115.270332336,335.131744385
-294.882873535,116.200950623,335.464813232
-294.732391357,117.125350952,335.815307617
-294.583099365,118.042793274,336.184112549
-294.432342529,118.952842712,336.570220947
-294.28112793,119.85382843,336.976867676
-294.127044678,120.746498108,337.400421143
-293.97454834,121.633705139,337.835845947
-293.818725586,122.513031006,338.285858154
-293.659790039,123.383071899,338.752502441
-293.498901367,124.242156982,339.23840332
-293.336578369,125.091415405,339.740814209
-293.170654297,125.930633545,340.25869751
-293.002838135,126.760475159,340.790863037
-292.833831787,127.578948975,341.339996338
-292.664398193,128.385879517,341.905822754
-292.494171143,129.182327271,342.486053467
-292.322845459,129.966903687,343.081939697
-292.148712158,130.738708496,343.693481445
-291.971679688,131.497711182,344.320037842
-291.79006958,132.241073608,344.963806152
-291.607940674,132.97253418,345.620910645
-291.426849365,133.696029663,346.28704834
-291.246887207,134.401855469,346.972198486
-291.067626953,135.092315674,347.67300415
-290.889709473,135.770812988,348.385742188
-290.711883545,136.438110352,349.108978271
-290.524291992,137.09173584,349.842163086
-290.330078125,137.728607178,350.588287354
-290.129272461,138.344619751,351.350006104
-289.921661377,138.948547363,352.119537354
-289.714599609,139.542266846,352.897094727
-289.510620117,140.126754761,353.682434082
-289.3152771,140.698410034,354.4793396
-289.125274658,141.252990723,355.289489746
-288.93447876,141.789581299,356.111480713
-288.742126465,142.310440063,356.94317627
-288.542449951,142.813186646,357.784240723
-288.335968018,143.297912598,358.634185791
-288.124633789,143.765548706,359.492462158
-287.915283203,144.215026855,360.360870361
-287.701049805,144.644104004,361.238372803
-287.483062744,145.052597046,362.124725342
-287.263702393,145.438491821,363.020812988
-287.043945313,145.800994873,363.926513672
-286.83291626,146.176956177,364.828796387
-286.627685547,146.543533325,365.73626709
-286.424163818,146.890777588,366.651702881
-286.213195801,147.213653564,367.57434082
-285.989776611,147.508377075,368.503448486
-285.76763916,147.782012939,369.43927002
-285.550872803,148.037384033,370.381500244
-285.333740234,148.275268555,371.328216553
-285.109893799,148.509887695,372.274169922
-284.874389648,148.726104736,373.221679688
-284.639007568,148.9193573,374.174163818
-284.413452148,149.08253479,375.134643555
-284.197875977,149.212112427,376.102508545
-283.986907959,149.312637329,377.074829102
-283.777526855,149.381835938,378.050201416
-283.543792725,149.443054199,379.020568848
-283.300750732,149.490432739,379.9894104
-283.067657471,149.527481079,380.961151123
-282.839874268,149.55255127,381.934539795
-282.616088867,149.570541382,382.9090271
-282.399017334,149.580856323,383.885131836
-282.180969238,149.578598022,384.861053467
-281.952301025,149.55418396,385.834259033
-281.718963623,149.501464844,386.805236816
-281.485076904,149.422348022,387.774261475
-281.232177734,149.327301025,388.737060547
-280.968841553,149.218307495,389.695587158
-280.714599609,149.094421387,390.654754639
-280.463806152,148.952957153,391.61239624
-280.201904297,148.786148071,392.562957764
-279.956451416,148.587768555,393.51184082
-279.71496582,148.362991333,394.455841064
-279.474517822,148.11151123,395.393371582
-279.237915039,147.840637207,396.326446533
-278.985473633,147.562026978,397.253082275
-278.752410889,147.2837677,398.184875488
-278.507598877,146.99331665,399.109924316
-278.250640869,146.681365967,400.024627686
-277.99786377,146.343490601,400.931243896
-277.752258301,145.98097229,401.83026123
-277.510467529,145.59375,402.719970703
-277.254974365,145.185684204,403.596435547
-276.990447998,144.758590698,404.461090088
-276.727783203,144.317352295,405.31918335
-276.472167969,143.864089966,406.173126221
-276.22567749,143.399353027,407.023590088
-275.982513428,142.913757324,407.86328125
-275.742492676,142.407226563,408.691436768
-275.50012207,141.885818481,409.50958252
-275.255462646,141.349472046,410.317352295
-275.008575439,140.798706055,411.114654541
-274.760437012,140.23651123,411.903564453
-274.510437012,139.659317017,412.680969238
-274.262207031,139.069107056,413.44909668
-274.012786865,138.467010498,414.207550049
-273.765472412,137.854385376,414.958251953
-273.52130127,137.227523804,415.698120117
-273.279724121,136.585327148,416.425598145
-273.039916992,135.923416138,417.135772705
-272.7996521,135.243804932,417.828887939
-272.562927246,134.546737671,418.50567627
-272.329528809,133.832687378,419.165710449
-272.096466064,133.104675293,419.810424805
-271.860351563,132.367172241,420.443145752
-271.622467041,131.621017456,421.064971924
-271.386413574,130.865432739,421.676025391
-271.151947021,130.0987854,422.273742676
-270.921722412,129.318740845,422.855560303
-270.694976807,128.523651123,423.41809082
-270.470733643,127.714225769,423.96081543
-270.248779297,126.895530701,424.49041748
-270.024078369,126.068840027,425.006256104
-269.796722412,125.234527588,425.508483887
-269.571929932,124.388786316,425.992401123
-269.350402832,123.52948761,426.453430176
-269.129333496,122.661491394,426.898071289
-268.909667969,121.786125183,427.328765869
-268.689483643,120.905754089,427.748840332
-268.466491699,120.019058228,428.153869629
-268.241149902,119.12550354,428.542175293
-268.012908936,118.224319458,428.910675049
-267.784973145,117.316047668,429.261505127
-267.554412842,116.401847839,429.594787598
-267.328399658,115.479438782,429.907989502
-267.110656738,114.548355103,430.200683594
-266.90133667,113.609466553,430.473968506
-266.697265625,112.664649963,430.730224609
-266.494689941,111.715286255,430.970367432
-266.289672852,110.762062073,431.192474365
-266.07824707,109.806045532,431.395751953
-265.864654541,108.847351074,431.583587646
-265.648925781,107.885848999,431.753814697
-265.429473877,106.922218323,431.906311035
-265.208709717,105.955848694,432.03817749
-264.996002197,104.984527588,432.144439697
-264.791503906,104.009437561,432.230316162
-264.594573975,103.031166077,432.295166016
-264.403503418,102.050621033,432.340148926
-264.214477539,101.069091797,432.369476318
-264.0234375,100.08757019,432.380554199
-263.839385986,99.10471344,432.3699646
-263.654815674,98.122253418,432.343475342
-263.463989258,97.141479492,432.30267334
-263.271881104,96.161804199,432.245025635
-263.087036133,95.182182312,432.166412354
-262.90423584,94.20400238,432.067687988
-262.718139648,93.228569031,431.949768066
-262.529663086,92.25592804,431.813995361
-262.34487915,91.284744263,431.663482666
-262.162902832,90.315635681,431.497009277
-261.983795166,89.34929657,431.312316895
-261.804748535,88.387268066,431.106292725
-261.630889893,87.429512024,430.877227783
-261.458221436,86.476425171,430.628601074
-261.289001465,85.527519226,430.362243652
-261.120788574,84.583572388,430.078216553
-260.954925537,83.646659851,429.770507813
-260.792572021,82.715316772,429.444549561
-260.634002686,81.790084839,429.099884033
-260.476837158,80.871101379,428.73828125
-260.316162109,79.959388733,428.360198975
-260.150878906,79.055900574,427.964752197
-259.984924316,78.160797119,427.550933838
-259.82208252,77.271499634,427.123565674
-259.665252686,76.388771057,426.680633545
-259.511108398,75.51399231,426.221282959
-259.356842041,74.648399353,425.744903564
-259.199493408,73.793800354,425.250030518
-259.043945313,72.948158264,424.739440918
-258.892883301,72.11125946,424.213348389
-258.746826172,71.28314209,423.672149658
-258.605560303,70.462280273,423.118774414
-258.469573975,69.653297424,422.546905518
-258.334350586,68.855110168,421.959869385
-258.202209473,68.069068909,421.355987549
-258.069549561,67.296012878,420.735687256
-257.934448242,66.534988403,420.101196289
-257.803436279,65.785377502,419.452423096
-257.674804688,65.047912598,418.789398193
-257.543579102,64.323867798,418.112243652
-257.413787842,63.614631653,417.419311523
-257.286224365,62.919849396,416.711486816
-257.162475586,62.239017487,415.989562988
-257.038665771,61.567886353,415.258636475
-256.914031982,60.911148071,414.514892578
-256.791778564,60.269020081,413.758117676
-256.668457031,59.64516449,412.986358643
-256.546936035,59.038288116,412.200897217
-256.425567627,58.446594238,411.403930664
-256.307067871,57.867488861,410.597320557
-256.193878174,57.302875519,409.779754639
-256.086151123,56.746555328,408.955810547
-255.984939575,56.201622009,408.123474121
-255.885681152,55.672412872,407.280822754
-255.783203125,55.161300659,406.427429199
-255.678588867,54.6680336,405.563873291
-255.572494507,54.189685822,404.692138672
-255.470535278,53.726615906,403.811706543
-255.374572754,53.282226563,402.921020508
-255.280593872,52.859706879,402.019561768
-255.185775757,52.45728302,401.109039307
-255.087799072,52.072151184,400.19140625
-254.988128662,51.704586029,399.26675415
-254.888015747,51.352752686,398.33605957
-254.791473389,51.018123627,397.398681641
-254.696212769,50.694725037,396.457214355
-254.604003906,50.39156723,395.508758545
-254.511260986,50.109260559,394.553924561
-254.418167114,49.842559814,393.594665527
-254.327728271,49.597332001,392.629425049
-254.240890503,49.375118256,391.658294678
-254.155502319,49.168766022,390.683563232
-254.072280884,48.980117798,389.705047607
-253.987960815,48.809345245,388.723358154
-253.902648926,48.660949707,387.738128662
-253.824417114,48.548313141,386.747589111
-253.75378418,48.469181061,385.753234863
-253.684936523,48.407981873,384.757476807
-253.614471436,48.356067657,383.761322021
-253.544921875,48.336532593,382.763946533
-253.474594116,48.335887909,381.766418457
-253.405059814,48.343357086,380.768859863
-253.334854126,48.362846375,379.771514893
-253.257965088,48.388362885,378.774810791
-253.184066772,48.420406342,377.778045654
-253.114944458,48.463413239,376.78137207
-253.054168701,48.51512146,375.784545898
-252.991012573,48.582279205,374.788818359
-252.917037964,48.674331665,373.795806885
-252.84034729,48.795906067,372.806182861
-252.759185791,48.95967865,371.823028564
-252.680267334,49.157985687,370.846069336
-252.610183716,49.372848511,369.871948242
-252.545318604,49.594387054,368.898956299
-252.483032227,49.825084686,367.92791748
-252.419967651,50.072418213,366.961029053
-252.353042603,50.335845947,365.998687744
-252.280090332,50.617912292,365.04208374
-252.206726074,50.918777466,364.091247559
-252.136169434,51.234584808,363.145050049
-252.065200806,51.570514679,362.205841064
-251.98677063,51.928916931,361.27557373
-251.907409668,52.309619904,360.354278564
-251.836715698,52.710842133,359.441040039
-251.774963379,53.129131317,358.534820557
-251.719039917,53.566707611,357.637390137
-251.662719727,54.01587677,356.745727539
-251.599121094,54.484294891,355.864501953
-251.533508301,54.964878082,354.990020752
-251.466598511,55.460639954,354.124145508
-251.395706177,55.975231171,353.26965332
-251.324523926,56.505355835,352.424713135
-251.251602173,57.05292511,351.591125488
-251.180236816,57.616672516,350.768280029
-251.111282349,58.19543457,349.955718994
-251.041732788,58.791080475,349.155487061
-250.977081299,59.399204254,348.36428833
-250.916229248,60.018341064,347.581359863
-250.852249146,60.651256561,346.809783936
-250.783218384,61.301208496,346.052947998
-250.709289551,61.968925476,345.312225342
-250.634048462,62.653656006,344.587310791
-250.558303833,63.351829529,343.875396729
-250.481506348,64.061698914,343.175262451
-250.40637207,64.783599854,342.487365723
-250.336837769,65.520622253,341.815093994
-250.265563965,66.266807556,341.153198242
-250.190643311,67.021980286,340.501953125
-250.115600586,67.791091919,339.867248535
-250.045501709,68.575050354,339.250396729
-249.977493286,69.368980408,338.646209717
-249.906097412,70.174736023,338.058288574
-249.827484131,70.992012024,337.487426758
-249.745254517,71.820411682,336.933349609
-249.664321899,72.658195496,336.393371582
-249.580596924,73.506126404,335.869903564
-249.499664307,74.364654541,335.363555908
-249.417419434,75.231689453,334.872131348
-249.335083008,76.107315063,334.396209717
-249.253936768,76.991790771,333.936737061
-249.172439575,77.884269714,333.49307251
-249.084594727,78.784820557,333.06729126
-248.994094849,79.692100525,332.656616211
-248.904907227,80.607406616,332.26385498
-248.817062378,81.530883789,331.890380859
-248.731018066,82.461395264,331.534362793
-248.641983032,83.398681641,331.197387695
-248.55229187,84.342018127,330.87789917
-248.462982178,85.289215088,330.569946289
-248.370010376,86.242515564,330.282592773
-248.272415161,87.200447083,330.01272583
-248.172866821,88.162796021,329.759796143
-248.071670532,89.129402161,329.524353027
-247.969055176,90.100578308,329.309204102
-247.866470337,91.076278687,329.115570068
-247.765090942,92.05632019,328.944580078
-247.66418457,93.039848328,328.794616699
-247.561340332,94.026100159,328.665252686
-247.45552063,95.014091492,328.552703857
-247.348999023,96.003852844,328.457702637
-247.240707397,96.994880676,328.379333496
-247.128234863,97.986877441,328.321899414
-247.012039185,98.9793396,328.282867432
-246.891387939,99.971855164,328.264068604
-246.769989014,100.964454651,328.262115479
-246.651809692,101.957290649,328.279541016
-246.536209106,102.949943542,328.315338135
-246.419952393,103.941543579,328.372039795
-246.30065918,104.931564331,328.44708252
-246.177810669,105.919212341,328.544342041
-246.051589966,106.904624939,328.658477783
-245.924453735,107.887657166,328.790710449
-245.795318604,108.867599487,328.942474365
-245.662017822,109.84400177,329.11239624
-245.525878906,110.81577301,329.305084229
-245.392379761,111.784355164,329.514892578
-245.260421753,112.74899292,329.74307251
-245.127502441,113.709350586,329.988128662
-244.99017334,114.66469574,330.249755859
-244.848861694,115.613937378,330.530761719
-244.706359863,116.556671143,330.832336426
-244.556655884,117.492591858,331.151153564
-244.403213501,118.421913147,331.487030029
-244.252166748,119.345359802,331.839782715
-244.106842041,120.261100769,332.214355469
-243.957427979,121.166107178,332.612670898
-243.806549072,122.062820435,333.028778076
-243.654327393,122.953704834,333.456726074
-243.498184204,123.837409973,333.897949219
-243.339553833,124.714256287,334.351806641
-243.18107605,125.583091736,334.820861816
-243.026504517,126.444442749,335.304779053
-242.870346069,127.29624176,335.804840088
-242.709335327,128.137557983,336.320861816
-242.542617798,128.965148926,336.856842041
-242.37159729,129.780853271,337.409454346
-242.199752808,130.584869385,337.978668213
-242.026916504,131.376464844,338.564758301
-241.851806641,132.154800415,339.167694092
-241.673965454,132.920944214,339.78527832
-241.49546814,133.677566528,340.414306641
-241.314376831,134.423187256,341.055603027
-241.132629395,135.156051636,341.711242676
-240.951187134,135.877716064,342.379272461
-240.766464233,136.585189819,343.061462402
-240.578613281,137.2762146,343.759460449
-240.391174316,137.95098877,344.473297119
-240.208023071,138.611663818,345.201293945
-240.025405884,139.257949829,345.942199707
-239.840042114,139.889877319,346.694732666
-239.648757935,140.504272461,347.460174561
-239.451721191,141.101333618,348.237792969
-239.252105713,141.685180664,349.024749756
-239.051757813,142.257019043,349.820281982
-238.850524902,142.816543579,350.624298096
-238.64982605,143.361083984,351.438659668
-238.449951172,143.892028809,352.262145996
-238.251373291,144.413284302,353.092102051
-238.050918579,144.919830322,353.93069458
-237.8490448,145.407714844,354.779937744
-237.643325806,145.876571655,355.638916016
-237.438644409,146.328567505,356.507141113
-237.237579346,146.763748169,357.384735107
-237.038040161,147.178619385,358.272460938
-236.828475952,147.574996948,359.166320801
-236.610977173,147.96081543,360.062896729
-236.397735596,148.329818726,360.967529297
-236.185638428,148.679229736,361.880187988
-235.966827393,149.007080078,362.799224854
-235.742767334,149.31149292,363.725036621
-235.501113892,149.581222534,364.657165527
-235.251953125,149.82244873,365.595092773
-235.007080078,150.052780151,366.536895752
-234.769927979,150.285644531,367.480041504
-234.543182373,150.52142334,368.425018311
-234.311752319,150.735092163,369.37411499
-234.093139648,150.935897827,370.329040527
-233.881256104,151.123306274,371.288208008
-233.677825928,151.2918396,372.252685547
-233.485305786,151.444869995,373.221984863
-233.292510986,151.568557739,374.195404053
-233.088623047,151.664749146,375.169647217
-232.868270874,151.735565186,376.142486572
-232.63494873,151.783203125,377.113708496
-232.400024414,151.803222656,378.085510254
-232.161483765,151.796234131,379.056610107
-231.930328369,151.777755737,380.02935791
-231.698822021,151.748321533,381.001739502
-231.468276978,151.69694519,381.973449707
-231.232681274,151.622634888,382.942443848
-231.001281738,151.534729004,383.911315918
-230.77696228,151.429031372,384.880096436
-230.544754028,151.305145264,385.844848633
-230.298980713,151.157745361,386.80291748
-230.039291382,150.980560303,387.752227783
-229.778915405,150.778060913,388.696258545
-229.520126343,150.55921936,389.637084961
-229.27557373,150.333831787,390.580169678
-229.044708252,150.099563599,391.524536133
-228.810440063,149.853668213,392.465087891
-228.569076538,149.591674805,393.399475098
-228.321624756,149.311325073,394.326934814
-228.077301025,149.013305664,395.249694824
-227.819046021,148.697494507,396.162689209
-227.559295654,148.358566284,397.066925049
-227.29977417,147.994995117,397.961608887
-227.038848877,147.606628418,398.845397949
-226.774490356,147.194763184,399.717468262
-226.516265869,146.764770508,400.582580566
-226.267456055,146.32522583,401.445648193
-226.028396606,145.873535156,402.305206299
-225.791015625,145.404403687,403.155822754
-225.553726196,144.913330078,403.993988037
-225.313079834,144.405044556,404.820861816
-225.069732666,143.884063721,405.639007568
-224.818435669,143.347900391,406.444854736
-224.561904907,142.796035767,407.238342285
-224.309524536,142.22819519,408.021820068
-224.056915283,141.645614624,408.794342041
-223.801132202,141.050094604,409.555877686
-223.550476074,140.443756104,410.310546875
-223.309860229,139.823516846,411.057128906
-223.075134277,139.188049316,411.792724609
-222.840042114,138.539489746,412.516662598
-222.606277466,137.871017456,413.222686768
-222.371582031,137.183303833,413.909698486
-222.136917114,136.477615356,414.578216553
-221.902252197,135.757858276,415.2315979
-221.670761108,135.027038574,415.873718262
-221.44039917,134.287689209,416.506408691
-221.209655762,133.542221069,417.131744385
-220.976547241,132.789962769,417.74798584
-220.742050171,132.028121948,418.351806641
-220.509124756,131.250198364,418.935394287
-220.277938843,130.45690918,419.498626709
-220.047546387,129.646957397,420.037963867
-219.817169189,128.825515747,420.559661865
-219.587081909,127.996582031,421.069488525
-219.357070923,127.158340454,421.563903809
-219.128936768,126.308776855,422.039489746
-218.902481079,125.44972229,422.498565674
-218.677062988,124.581680298,422.940917969
-218.457229614,123.705863953,423.370574951
-218.242996216,122.822174072,423.786743164
-218.024490356,121.93372345,424.190368652
-217.800003052,121.039848328,424.578430176
-217.576431274,120.136955261,424.945587158
-217.354629517,119.225921631,425.293182373
-217.137130737,118.305953979,425.61932373
-216.920700073,117.378692627,425.924865723
-216.707946777,116.445007324,426.212890625
-216.498596191,115.505645752,426.48449707
-216.28956604,114.562591553,426.743255615
-216.081619263,113.615188599,426.986541748
-215.87121582,112.663864136,427.211730957
-215.661010742,111.708442688,427.419067383
-215.451599121,110.749282837,427.609222412
-215.242324829,109.786140442,427.778259277
-215.035812378,108.818634033,427.924133301
-214.830245972,107.847122192,428.04208374
-214.629699707,106.872535706,428.141876221
-214.425109863,105.897186279,428.22454834
-214.216064453,104.9217453,428.293914795
-214.008346558,103.944969177,428.3465271
-213.805358887,102.966445923,428.382476807
-213.60710144,101.986465454,428.400604248
-213.414276123,101.005233765,428.398803711
-213.227600098,100.02306366,428.376495361
-213.045852661,99.040756226,428.331359863
-212.863723755,98.059715271,428.265136719
-212.678482056,97.080703735,428.180175781
-212.494232178,96.103027344,428.079193115
-212.311920166,95.126655579,427.963195801
-212.130187988,94.152069092,427.832214355
-211.949981689,93.179985046,427.681945801
-211.767456055,92.21156311,427.512115479
-211.582641602,91.247314453,427.32220459
-211.40296936,90.2866745,427.110321045
-211.230056763,89.329788208,426.876953125
-211.058456421,88.376937866,426.626678467
-210.882659912,87.42906189,426.360931396
-210.701049805,86.486862183,426.079376221
-210.511962891,85.550598145,425.783325195
-210.329284668,84.619659424,425.467132568
-210.159576416,83.69707489,425.120666504
-210.005325317,82.780952454,424.750640869
-209.85949707,81.871368408,424.361572266
-209.717987061,80.967346191,423.958190918
-209.572052002,80.069007874,423.54385376
-209.424911499,79.179481506,423.111297607
-209.282424927,78.30002594,422.65713501
-209.139434814,77.430252075,422.184844971
-208.986953735,76.568778992,421.700469971
-208.831314087,75.713493347,421.206237793
-208.68069458,74.864532471,420.699707031
-208.534332275,74.024620056,420.177093506
-208.388244629,73.196182251,419.636413574
-208.240753174,72.380226135,419.077423096
-208.095046997,71.576728821,418.500213623
-207.953018188,70.786376953,417.90423584
-207.814788818,70.006271362,417.294036865
-207.681045532,69.238433838,416.667510986
-207.552032471,68.481636047,416.026733398
-207.429138184,67.734283447,415.373779297
-207.303970337,66.998580933,414.708129883
-207.174163818,66.273170471,414.032165527
-207.041702271,65.562713623,413.341003418
-206.911834717,64.867156982,412.634368896
-206.787643433,64.186073303,411.912780762
-206.666854858,63.518821716,411.17779541
-206.546646118,62.867225647,410.42880249
-206.426330566,62.232967377,409.665100098
-206.305526733,61.613285065,408.889587402
-206.184249878,61.006057739,408.104370117
-206.063247681,60.409366608,407.311065674
-205.942703247,59.822639465,406.510314941
-205.82522583,59.25220871,405.697418213
-205.713653564,58.700889587,404.870605469
-205.599258423,58.185817719,404.021118164
-205.487792969,57.689788818,403.160003662
-205.376876831,57.204013824,402.292999268
-205.272994995,56.716087341,401.426330566
-205.17590332,56.231651306,400.556915283
-205.085281372,55.746669769,399.687103271
-204.996917725,55.270389557,398.812255859
-204.893173218,54.834079742,397.918457031
-204.79057312,54.423240662,397.012542725
-204.693786621,54.031616211,396.09753418
-204.603515625,53.665447235,395.171386719
-204.519378662,53.329078674,394.233428955
-204.436019897,53.017242432,393.286956787
-204.349822998,52.727146149,392.333862305
-204.260665894,52.444015503,391.378936768
-204.170288086,52.166740417,390.422393799
-204.079071045,51.903167725,389.46206665
-203.990081787,51.657939911,388.496704102
-203.902069092,51.437641144,387.525238037
-203.815658569,51.238090515,386.549163818
-203.734054565,51.073249817,385.566223145
-203.662109375,50.943294525,384.577331543
-203.593444824,50.835105896,383.585571289
-203.517288208,50.741546631,382.59286499
-203.445617676,50.651977539,381.599456787
-203.377151489,50.564853668,380.605621338
-203.309341431,50.476970673,379.611816406
-203.230026245,50.400100708,378.617950439
-203.134689331,50.350250244,377.623748779
-203.0287323,50.337940216,376.629455566
-202.932342529,50.364959717,375.634490967
-202.861099243,50.420501709,374.638580322
-202.806091309,50.493415833,373.64276123
-202.741485596,50.566753387,372.64755249
-202.672027588,50.644538879,371.653015137
-202.590332031,50.73532486,370.660491943
-202.505050659,50.847724915,369.670501709
-202.427520752,50.984848022,368.682983398
-202.342849731,51.142871857,367.699188232
-202.262588501,51.322788239,366.718780518
-202.187316895,51.530185699,365.743438721
-202.121810913,51.751880646,364.77053833
-202.066055298,51.989112854,363.800689697
-202.016342163,52.236938477,362.8331604
-201.947860718,52.499866486,361.870788574
-201.870788574,52.779148102,360.913665771
-201.795608521,53.079219818,359.96270752
-201.723510742,53.4047966,359.019958496
-201.654464722,53.749267578,358.083709717
-201.591949463,54.114215851,357.154785156
-201.525436401,54.488883972,356.230010986
-201.455810547,54.876049042,355.310638428
-201.379699707,55.283298492,354.400512695
-201.273025513,55.698173523,353.496917725
-201.175308228,56.131099701,352.600799561
-201.088180542,56.58398819,351.713500977
-201.007980347,57.053504944,350.834228516
-200.937225342,57.546291351,349.966949463
-200.882034302,58.060489655,349.111053467
-200.839584351,58.602218628,348.271575928
-200.801681519,59.164733887,347.445648193
-200.747970581,59.73638916,346.626922607
-200.683486938,60.322341919,345.819152832
-200.610290527,60.919059753,345.020050049
-200.527145386,61.531143188,344.233642578
-200.458526611,62.157764435,343.457336426
-200.386627197,62.798152924,342.692657471
-200.319015503,63.456893921,341.943328857
-200.257171631,64.129943848,341.206329346
-200.195343018,64.820343018,340.485534668
-200.130401611,65.523460388,339.777435303
-200.06880188,66.235641479,339.078155518
-200.005874634,66.964630127,338.396514893
-199.941131592,67.710426331,337.73348999
-199.871170044,68.461517334,337.07699585
-199.799591064,69.225105286,336.435272217
-199.729995728,70.001998901,335.809509277
-199.660354614,70.788261414,335.195556641
-199.591094971,71.584106445,334.594024658
-199.522903442,72.390800476,334.006988525
-199.450775146,73.20690155,333.43359375
-199.371780396,74.030822754,332.872406006
-199.291549683,74.866043091,332.328369141
-199.207504272,75.712539673,331.802642822
-199.12020874,76.569610596,331.294891357
-199.029022217,77.437538147,330.806640625
-198.934326172,78.315292358,330.336975098
-198.842315674,79.200004578,329.880004883
-198.752365112,80.093910217,329.440856934
-198.666809082,80.995857239,329.017578125
-198.586608887,81.906097412,328.611328125
-198.502853394,82.822647095,328.220275879
-198.414550781,83.747039795,327.849212646
-198.323898315,84.679527283,327.499572754
-198.23236084,85.618896484,327.1690979
-198.141677856,86.563720703,326.8543396
-198.048431396,87.512786865,326.553375244
-197.955703735,88.46685791,326.268493652
-197.862426758,89.426307678,326.002502441
-197.768936157,90.391220093,325.757141113
-197.673828125,91.360160828,325.528869629
-197.579833984,92.333381653,325.319091797
-197.481613159,93.310783386,325.13192749
-197.375823975,94.29107666,324.965118408
-197.264175415,95.273864746,324.817962646
-197.151489258,96.259292603,324.690582275
-197.037811279,97.246749878,324.58102417
-196.925598145,98.23613739,324.488708496
-196.813812256,99.227165222,324.415466309
-196.699081421,100.219047546,324.360595703
-196.582260132,101.211456299,324.32220459
-196.463882446,102.204269409,324.304595947
-196.345367432,103.197212219,324.308563232
-196.227401733,104.189888,324.334655762
-196.110610962,105.182090759,324.378173828
-195.994659424,106.173454285,324.439422607
-195.878051758,107.163696289,324.515716553
-195.761459351,108.152542114,324.608398438
-195.639724731,109.139030457,324.718048096
-195.512176514,110.122192383,324.848907471
-195.377471924,111.100997925,325.003143311
-195.240219116,112.075866699,325.178619385
-195.105026245,113.047698975,325.371673584
-194.972824097,114.016387939,325.581848145
-194.841339111,114.98134613,325.808929443
-194.702987671,115.940750122,326.054718018
-194.557952881,116.89490509,326.316558838
-194.409988403,117.843399048,326.596679688
-194.261978149,118.785011292,326.899078369
-194.113586426,119.720016479,327.221191406
-193.96333313,120.650131226,327.556335449
-193.812271118,121.572799683,327.911102295
-193.662902832,122.486854553,328.288208008
-193.512664795,123.393341064,328.682800293
-193.365707397,124.292640686,329.094696045
-193.220672607,125.183349609,329.525512695
-193.065505981,126.063934326,329.973266602
-192.904327393,126.934799194,330.43762207
-192.737564087,127.795127869,330.919311523
-192.569152832,128.646957397,331.415313721
-192.401931763,129.489517212,331.927307129
-192.234573364,130.322433472,332.454803467
-192.069076538,131.147979736,332.99432373
-191.9034729,131.962677002,333.550048828
-191.737945557,132.765487671,334.12286377
-191.568511963,133.5546875,334.713165283
-191.394317627,134.330886841,335.319122314
